ChipID,X_mm,Y_mm,Current_mA,OpticalOutput_mW,Voltage_V,Radius_mm,region
C1201,0.55,25.05,10,1.184,1.601,25.05603719665183,Mid
C1202,46.54,-20.84,40,4.57,3.094,50.99291323311505,Edge
C1203,15.81,1.63,10,0.984,1.595,15.893803824132222,Center
C1204,9.32,-1.22,50,5.166,3.584,9.399510625559184,Center
C1205,-27.05,-45.26,40,2.616,3.102,52.72731834637525,Edge
C1206,21.87,7.04,50,4.585,3.606,22.97517138129768,Mid
C1207,-21.18,0.49,40,4.535,3.104,21.18566732486848,Mid
C1208,34.58,1.92,30,2.339,2.59,34.63326146928701,Mid
C1209,47.73,-46.82,10,1.023,1.614,66.86004262636989,Edge
C1210,-49.22,-12.58,50,6.385,3.609,50.80221255024234,Edge
C1211,45.46,-7.68,40,4.06,3.089,46.104164670884124,Edge
C1212,-14.15,23.63,30,2.446,2.595,27.542683238929353,Mid
C1213,-1.17,23.45,30,2.635,2.592,23.4791694912746,Mid
C1214,42.41,-11.83,50,5.115,3.577,44.02904723020929,Edge
C1215,27.6,-9.63,20,2.686,2.103,29.231778940050845,Mid
C1216,-25.68,21.08,20,1.9,2.1,33.22391909453188,Mid
C1217,-40.31,-8.04,50,6.337,3.601,41.10398642467662,Edge
C1218,34.12,10.66,30,3.076,2.6,35.74646835702794,Mid
C1219,24.71,-23.26,50,5.798,3.578,33.935404815619926,Mid
C1220,35.83,-44.62,10,1.443,1.61,57.22528549513755,Edge
C1221,-11.6,19.43,50,6.135,3.579,22.62929296288331,Mid
C1222,-0.79,16.88,30,3.139,2.596,16.898476262669366,Center
C1223,-3.5,-41.66,20,1.608,2.101,41.80676500280786,Edge
C1224,-18.53,-47.56,20,1.69,2.399,51.042281492895675,Edge
C1225,-16.43,-49.75,20,0.961,2.406,52.39281821013258,Edge
C1226,21.86,-37.01,10,0.512,1.644,42.9837143578821,Edge
C1227,25.31,-28.81,10,0.668,1.573,38.34856190263202,Mid
C1228,36.39,35.7,40,3.384,3.098,50.97766275536767,Edge
C1229,34.49,-6.67,40,3.312,3.077,35.1290335762315,Mid
C1230,25.39,15.22,50,5.876,3.626,29.602373215673097,Mid
C1231,-16.72,46.97,20,3.31,2.381,49.85718905032653,Edge
C1232,21.0,-5.8,50,5.001,3.593,21.78623418583395,Mid
C1233,47.26,29.9,20,1.279,2.417,55.92421300295606,Edge
C1234,41.62,-11.39,20,1.494,2.106,43.15039397270898,Edge
C1235,47.15,24.15,20,2.534,2.398,52.9749469088927,Edge
C1236,-46.38,-23.59,30,2.908,2.593,52.034531803409166,Edge
C1237,11.16,38.78,10,-0.142,1.572,40.35385979060739,Edge
C1238,-28.47,-44.78,10,0.31,1.594,53.06401134478999,Edge
C1239,-25.34,-4.77,40,5.086,3.093,25.785044114757685,Mid
C1240,34.41,48.86,30,3.555,2.6,59.760753843973546,Edge
C1241,25.02,-35.63,50,5.982,3.602,43.53730928755244,Edge
C1242,-17.12,-39.87,30,3.249,2.616,43.39022124857166,Edge
C1243,1.99,-16.81,50,5.26,3.626,16.927380187140596,Center
C1244,-31.17,-36.39,30,2.778,2.639,47.914517632967986,Edge
C1245,-49.62,17.78,50,4.176,3.613,52.70932365341069,Edge
C1246,40.0,11.44,20,2.55,2.093,41.60376906002628,Edge
C1247,20.96,2.62,30,2.326,2.575,21.1231153005422,Mid
C1248,2.88,47.03,20,1.722,2.41,47.11809949478014,Edge
C1249,-44.59,-18.4,20,0.43,2.375,48.23720659408047,Edge
C1250,-7.92,-5.6,20,2.092,2.251,9.699814431214651,Center
C1251,-12.0,-3.67,10,0.546,1.593,12.548661283180767,Center
C1252,-32.85,20.51,20,2.843,2.091,38.727026738441985,Mid
C1253,-34.38,-27.26,40,5.019,3.083,43.87587036173756,Edge
C1254,-32.68,25.55,40,,3.123,41.482344437121675,Edge
C1255,9.68,-31.47,10,,1.559,32.92511655256515,Mid
C1256,-37.53,47.7,30,2.511,2.621,60.69424107771676,Edge
C1257,-26.15,45.24,40,4.451,3.147,52.253996019443335,Edge
C1258,44.63,-10.05,10,1.184,1.603,45.74756168365698,Edge
C1259,-28.05,37.99,40,3.824,3.092,47.223326862896904,Edge
C1260,26.39,-10.57,20,1.454,2.101,28.428102293329395,Mid
C1261,9.8,4.12,10,0.568,1.598,10.630823110182956,Center
C1262,-8.68,24.77,30,2.801,2.609,26.24681504487735,Mid
C1263,9.53,25.86,10,1.859,1.604,27.56012518113806,Mid
C1264,-36.64,38.59,10,0.724,1.585,53.21351050250303,Edge
C1265,-1.58,-3.82,40,4.13,3.117,4.133860181476872,Center
C1266,47.21,9.37,40,4.17,3.081,48.130873667532775,Edge
C1267,-7.23,6.99,20,2.628,2.231,10.056490441500952,Center
C1268,-25.71,0.56,20,2.312,2.115,25.71609807105269,Mid
C1269,42.75,19.47,50,5.057,3.625,46.97492309732928,Edge
C1270,11.08,-24.04,50,4.856,3.6,26.470511895314758,Mid
C1271,22.79,-43.47,50,6.178,3.618,49.08181944467829,Edge
C1272,4.34,1.87,20,2.091,2.259,4.725727457228146,Center
C1273,-48.88,-7.16,20,1.805,2.389,49.40161940665509,Edge
C1274,25.57,2.72,20,1.273,2.094,25.714262579354674,Mid
C1275,47.87,11.29,50,4.6,3.614,49.183340675476686,Edge
C1276,21.62,-13.51,20,1.872,2.092,25.49400910017881,Mid
C1277,30.88,-19.3,20,1.041,2.118,36.41516716973849,Mid
C1278,35.16,17.57,30,2.704,2.587,39.30560392615791,Mid
C1279,49.92,-9.95,10,0.166,1.585,50.901953793543136,Edge
C1280,-21.14,33.31,50,5.531,3.598,39.451941650570255,Mid
C1281,-5.06,26.23,50,5.615,3.584,26.713601404527996,Mid
C1282,4.28,40.14,20,2.448,2.105,40.367536461865,Edge
C1283,-34.75,-40.38,40,,3.088,53.273885722744126,Edge
C1284,-1.9,-33.91,40,2.957,3.095,33.963187424033094,Mid
C1285,-22.3,10.79,40,4.173,3.106,24.773253722512916,Mid
C1286,33.69,20.85,10,2.064,1.587,39.61992680457651,Mid
C1287,-15.29,-28.91,30,3.02,2.579,32.70431470005143,Mid
C1288,-41.83,-47.57,50,5.331,3.608,63.34551128533102,Edge
C1289,-48.99,36.16,20,0.901,2.412,60.88978321524885,Edge
C1290,36.05,27.82,40,2.265,3.114,45.53630309983453,Edge
C1291,35.88,42.12,40,4.163,3.109,55.33054129502078,Edge
C1292,43.41,-21.03,50,5.08,3.645,48.235764739454474,Edge
C1293,-42.75,0.98,20,1.084,2.084,42.76123127319886,Edge
C1294,-10.52,22.68,40,4.523,3.069,25.001055977698222,Mid
C1295,-7.18,12.58,50,4.505,3.596,14.484778217149202,Center
C1296,36.09,-48.76,20,1.799,2.4,60.66321537801965,Edge
C1297,-23.86,0.99,10,1.356,1.606,23.880529726117885,Mid
C1298,-19.78,48.19,40,3.552,3.097,52.09150122620771,Edge
C1299,23.27,-26.77,20,1.604,2.111,35.47006907238834,Mid
C1300,-31.99,-4.41,50,4.7,3.6,32.29254093440155,Mid
C1301,13.54,30.75,40,4.195,3.117,33.59901933092691,Mid
C1302,24.22,-23.39,50,5.637,3.621,33.67046925719925,Mid
C1303,-31.95,-9.33,50,4.816,3.588,33.284401752172144,Mid
C1304,-27.81,19.05,40,2.868,3.128,33.70902846419636,Mid
C1305,19.98,-5.01,30,2.918,2.602,20.59855577461682,Mid
C1306,29.45,45.41,40,2.816,3.105,54.12366026055518,Edge
C1307,45.34,35.02,10,2.471,1.605,57.2897547559771,Edge
C1308,-19.14,-21.0,30,3.521,2.599,28.41372203707216,Mid
C1309,4.86,-49.94,40,3.139,3.076,50.175922512695266,Edge
C1310,-35.32,3.62,40,3.374,3.083,35.50502499647057,Mid
C1311,-6.31,35.33,30,3.541,2.579,35.88906518704548,Mid
C1312,-23.89,40.92,40,4.403,3.091,47.3833145738033,Edge
C1313,-15.12,-37.8,10,1.487,1.608,40.71184594193684,Edge
C1314,30.34,39.14,20,1.462,2.406,49.522269737967385,Edge
C1315,30.32,-0.23,10,0.377,1.564,30.320872348928223,Mid
C1316,20.45,47.92,30,3.063,2.566,52.101141062360625,Edge
C1317,-37.64,30.17,20,2.123,2.405,48.23897283317712,Edge
C1318,-21.6,-33.34,40,3.649,3.115,39.72550314344678,Mid
C1319,43.93,2.7,40,4.869,3.096,44.012894701439485,Edge
C1320,-4.75,38.13,20,2.327,2.102,38.42472381162941,Mid
C1321,12.18,31.35,40,3.37,3.08,33.63294367134699,Mid
C1322,-48.17,46.81,20,3.116,2.401,67.16788667212926,Edge
C1323,1.8,33.42,10,1.697,1.586,33.46843886410001,Mid
C1324,18.91,49.11,10,-0.152,1.634,52.62490095002555,Edge
C1325,-44.11,2.46,50,5.292,3.601,44.17854343456787,Edge
C1326,-38.47,9.63,30,3.759,2.605,39.657001903825254,Mid
C1327,-13.16,-43.01,50,5.016,3.577,44.97828031394709,Edge
C1328,44.45,-10.59,50,4.272,3.619,45.69409808717095,Edge
C1329,-25.12,-18.45,50,3.723,3.595,31.167561662728765,Mid
C1330,-47.84,41.7,50,5.119,3.604,63.46302545577228,Edge
C1331,30.93,-16.88,10,0.808,1.6,35.23633493994516,Mid
C1332,34.92,38.61,20,1.933,2.424,52.058990577997186,Edge
C1333,3.67,-26.08,40,4.209,3.098,26.33695692368425,Mid
C1334,39.3,8.2,30,,2.605,40.146357244462415,Edge
C1335,-32.1,3.46,10,0.079,1.56,32.28593501820878,Mid
C1336,-22.53,-40.15,10,0.298,1.59,46.03936793658227,Edge
C1337,-47.96,-18.29,20,1.603,2.407,51.32918955136541,Edge
C1338,8.34,48.58,30,3.18,2.586,49.29068877587328,Edge
C1339,38.74,9.45,40,4.105,3.105,39.87593384486438,Mid
C1340,10.64,32.66,20,2.892,2.109,34.349457055388804,Mid
C1341,-41.97,21.95,10,0.867,1.595,47.36331280643279,Edge
C1342,19.32,40.03,40,2.834,3.093,44.4484341681459,Edge
C1343,17.59,-15.55,30,3.535,2.604,23.477874690865868,Mid
C1344,-33.33,-27.89,10,1.812,1.65,43.45964795071401,Edge
C1345,32.9,-42.85,10,0.881,1.603,54.023443984996,Edge
C1346,41.24,34.18,40,3.871,3.122,53.56314031122522,Edge
C1347,-10.83,2.28,50,4.417,3.634,11.06739806820013,Center
C1348,-19.12,21.93,10,0.613,1.569,29.0946610222563,Mid
C1349,7.47,-43.59,50,4.765,3.604,44.225433858810256,Edge
C1350,47.25,34.65,20,3.897,2.407,58.593386998875566,Edge
C1351,22.5,8.27,30,2.966,2.575,23.971710410398337,Mid
C1352,29.01,-38.22,40,3.527,3.107,47.98279379110808,Edge
C1353,26.86,-0.15,50,5.119,3.598,26.86041883515594,Mid
C1354,45.7,9.71,40,4.223,3.063,46.72016802195814,Edge
C1355,31.62,-15.92,40,3.918,3.129,35.401564937160614,Mid
C1356,-23.17,21.11,50,4.213,3.61,31.34455295581674,Mid
C1357,-26.87,8.13,10,1.61,1.608,28.073008388842123,Mid
C1358,-25.79,34.04,50,5.65,3.611,42.70650653003591,Edge
C1359,-28.71,36.35,30,2.62,2.584,46.32047711325953,Edge
C1360,-29.17,-43.78,30,2.643,2.627,52.607768437750714,Edge
C1361,43.45,14.65,50,4.203,3.594,45.85329868177425,Edge
C1362,45.17,22.26,10,1.158,1.616,50.35708986825986,Edge
C1363,-41.01,-35.74,30,3.346,2.576,54.398232508051215,Edge
C1364,-43.59,38.34,20,2.655,2.388,58.05207748220558,Edge
C1365,35.7,35.65,50,6.248,3.585,50.45208122565411,Edge
C1366,6.37,-36.05,20,2.697,2.087,36.608460770701626,Mid
C1367,-28.84,38.33,30,3.125,2.602,47.96805707968585,Edge
C1368,-3.82,14.66,20,1.069,2.241,15.149521444586954,Center
C1369,-42.63,28.68,40,4.373,3.084,51.379561111399155,Edge
C1370,48.22,29.86,20,1.678,2.414,56.71673474381261,Edge
C1371,-36.0,-33.82,30,3.055,2.588,49.394254726637996,Edge
C1372,30.66,-43.73,20,2.543,2.413,53.40738244849676,Edge
C1373,45.82,13.7,50,5.507,3.604,47.8242867171064,Edge
C1374,21.1,-16.28,10,1.362,1.635,26.65048592427538,Mid
C1375,-41.14,-23.95,40,3.887,3.142,47.60359335176285,Edge
C1376,9.0,-37.01,20,2.042,2.095,38.088582278682935,Mid
C1377,-37.08,35.94,50,4.004,3.62,51.63922927387665,Edge
C1378,36.7,7.14,40,4.285,3.102,37.38809436170825,Mid
C1379,17.28,33.67,10,2.231,1.589,37.84530750304455,Mid
C1380,44.21,5.68,10,1.296,1.58,44.573383313363145,Edge
C1381,-35.41,-45.15,50,4.742,3.562,57.37935691518335,Edge
C1382,-4.63,-28.05,10,1.731,1.62,28.42955152653661,Mid
C1383,4.36,31.72,50,,3.618,32.01824479886429,Mid
C1384,-39.17,-30.87,10,1.498,1.608,49.872294914110384,Edge
C1385,17.69,41.23,20,2.426,2.117,44.86478574561568,Edge
C1386,6.64,-18.02,30,3.252,2.575,19.20442657305862,Center
C1387,-15.2,-7.76,30,2.696,2.59,17.066270828742873,Center
C1388,-8.71,16.21,30,2.427,2.596,18.4018531675481,Center
C1389,29.62,30.01,30,2.245,2.598,42.165679171572705,Edge
C1390,-14.36,26.56,20,2.285,2.103,30.193429748870862,Mid
C1391,47.26,31.64,40,4.236,3.142,56.873519321385416,Edge
C1392,41.82,0.96,50,4.522,3.607,41.83101720015902,Edge
C1393,-42.19,-17.81,40,4.261,3.098,45.79511109277932,Edge
C1394,35.24,-28.51,40,4.638,3.109,45.32855281166607,Edge
C1395,17.38,45.92,10,-0.111,1.618,49.098989806308644,Edge
C1396,-44.47,7.37,40,3.301,3.125,45.076577066143784,Edge
C1397,45.54,46.9,50,4.105,3.595,65.37202459768245,Edge
C1398,33.35,-0.66,20,1.307,2.094,33.35653009532017,Mid
C1399,33.27,-12.49,10,1.787,1.597,35.537205855272305,Mid
C1400,41.56,11.13,20,1.186,2.115,43.02453369880957,Edge
C1401,42.11,49.31,30,3.246,2.571,64.84387557819166,Edge
C1402,-28.09,36.47,40,4.358,3.088,46.033781074337135,Edge
C1403,43.74,-9.04,20,2.035,2.103,44.66440641047411,Edge
C1404,-45.21,-45.7,20,0.648,2.37,64.28401123140964,Edge
C1405,38.14,-9.13,20,2.008,2.075,39.217553467803164,Mid
C1406,-4.33,25.87,50,6.289,3.598,26.229864658438483,Mid
C1407,33.12,-49.83,30,,2.608,59.83279451939379,Edge
C1408,-22.7,33.27,30,3.187,2.61,40.27633175948376,Edge
C1409,25.49,-23.97,50,5.764,3.592,34.990012860815014,Mid
C1410,30.47,-13.38,10,1.949,1.574,33.27830073786821,Mid
C1411,-41.91,42.07,30,2.031,2.578,59.38293525921399,Edge
C1412,41.44,-12.59,50,4.703,3.548,43.31029554274595,Edge
C1413,31.73,-2.18,30,3.349,2.652,31.804799952208473,Mid
C1414,9.55,-5.61,30,4.471,2.568,11.075856626013179,Center
C1415,20.79,-13.71,50,4.834,3.59,24.903578056174982,Mid
C1416,-15.42,-41.85,20,1.58,2.104,44.60043609652264,Edge
C1417,-2.94,-7.61,20,-0.347,2.251,8.158167686435478,Center
C1418,-35.26,-0.69,30,2.656,2.612,35.26675063001977,Mid
C1419,-0.01,-28.17,50,4.131,3.615,28.170001774937823,Mid
C1420,28.28,32.57,10,1.276,1.634,43.13424741432265,Edge
C1421,5.84,-0.54,20,1.919,2.257,5.864912616569832,Center
C1422,-36.65,-26.14,20,2.192,2.404,45.016909045379826,Edge
C1423,32.96,-39.96,30,,2.604,51.79925868195413,Edge
C1424,23.8,7.78,40,3.187,3.123,25.039337051926914,Mid
C1425,-46.26,-2.14,30,3.695,2.595,46.30947203326767,Edge
C1426,30.49,21.52,10,1.376,1.617,37.31957261277251,Mid
C1427,36.52,48.83,40,3.78,3.102,60.976055136422204,Edge
C1428,1.24,-29.96,20,3.231,2.097,29.98564990124443,Mid
C1429,-12.14,23.32,40,4.662,3.138,26.290720796509174,Mid
C1430,-41.65,-6.85,10,1.758,1.606,42.20953683707036,Edge
C1431,32.83,-10.47,40,4.779,3.123,34.45910329651658,Mid
C1432,-49.63,-21.1,10,0.053,1.609,53.92909140714314,Edge
C1433,-15.65,-14.24,40,3.711,3.104,21.158924830907644,Mid
C1434,-17.23,-38.21,20,2.186,2.111,41.915116604871805,Edge
C1435,41.2,-4.46,30,,2.571,41.440699801041006,Edge
C1436,-5.07,8.76,20,2.078,2.241,10.121388244702404,Center
C1437,38.87,-22.05,10,1.739,1.625,44.68869431970462,Edge
C1438,-41.07,-4.63,20,1.147,2.111,41.330156060678014,Edge
C1439,34.61,-2.8,30,2.743,2.558,34.72307734058143,Mid
C1440,11.24,15.96,30,2.607,2.598,19.52073769097879,Center
C1441,3.79,8.35,50,5.134,3.596,9.169874590200239,Center
C1442,-19.4,44.35,40,4.678,3.096,48.40746326755824,Edge
C1443,-0.96,2.61,40,3.436,3.118,2.7809530740377477,Center
C1444,-22.65,10.73,50,5.097,3.593,25.06302854804263,Mid
C1445,-4.42,3.06,10,1.873,1.599,5.375872022286245,Center
C1446,26.88,-15.49,30,2.239,2.617,31.023773142543444,Mid
C1447,12.55,-33.78,40,3.043,3.107,36.035966755451426,Mid
C1448,18.05,-48.36,30,2.192,2.602,51.618718504046576,Edge
C1449,39.22,-27.79,10,1.919,1.598,48.06758263112469,Edge
C1450,-44.71,5.83,30,1.86,2.592,45.0885018602304,Edge
C1451,-30.11,-47.25,50,5.73,3.622,56.02833747310373,Edge
C1452,22.42,-18.21,50,5.276,3.586,28.883567992891738,Mid
C1453,-9.18,-45.9,20,1.263,2.402,46.808999134781764,Edge
C1454,15.02,18.66,40,4.165,3.08,23.954039325341352,Mid
C1455,39.78,1.35,20,1.731,2.113,39.80290064806835,Mid
C1456,23.6,39.23,10,1.839,1.614,45.78157817288521,Edge
C1457,43.31,12.96,40,4.889,3.093,45.20749605983504,Edge
C1458,-34.81,20.4,10,0.755,1.576,40.34719445017212,Edge
C1459,25.66,38.22,30,2.944,2.582,46.03481291370694,Edge
C1460,20.26,39.66,50,5.215,3.594,44.535190580034566,Edge
C1461,-49.24,-13.13,30,1.93,2.604,50.9605190318937,Edge
C1462,-45.7,8.48,30,3.363,2.668,46.480107573025265,Edge
C1463,-46.62,-9.65,50,5.41,3.629,47.60826503875141,Edge
C1464,2.76,6.64,50,6.257,3.618,7.190771863993461,Center
C1465,27.65,44.12,10,1.539,1.595,52.06819470655766,Edge
C1466,-9.46,49.32,10,2.35,1.62,50.2190601266093,Edge
C1467,-49.68,-2.83,10,1.258,1.628,49.760539587106564,Edge
C1468,-32.51,-43.54,50,4.374,3.608,54.33812381744515,Edge
C1469,44.85,45.99,20,1.538,2.393,64.2386379058585,Edge
C1470,-25.53,-38.15,20,0.704,2.418,45.90428520301781,Edge
C1471,35.34,-47.56,10,0.592,1.591,59.252588129127325,Edge
C1472,-12.96,19.86,40,4.273,3.086,23.714577795103164,Mid
C1473,2.13,34.91,50,5.276,3.594,34.97491958532571,Mid
C1474,-1.03,11.77,20,1.335,2.242,11.814982014374799,Center
C1475,-36.55,9.37,10,1.68,1.607,37.731941375974806,Mid
C1476,-13.38,-17.14,10,1.779,1.58,21.744056659234495,Mid
C1477,49.96,12.57,10,0.074,1.53,51.517050575513345,Edge
C1478,6.41,32.47,20,1.641,2.111,33.09666146305394,Mid
C1479,-3.48,-17.32,10,1.124,1.618,17.66614842007165,Center
C1480,4.91,-3.92,30,3.528,2.61,6.282873546395789,Center
C1481,-23.7,14.22,10,0.93,1.628,27.638711981566722,Mid
C1482,6.64,28.16,10,0.753,1.593,28.932251899912664,Mid
C1483,22.83,13.76,20,1.437,2.107,26.656078106128064,Mid
C1484,-39.43,-34.28,40,3.105,3.086,52.24790235023795,Edge
C1485,-22.16,2.98,10,1.053,1.613,22.359472265686417,Mid
C1486,-29.11,-6.46,50,5.099,3.589,29.8181773420174,Mid
C1487,24.49,14.55,10,1.374,1.602,28.486182615436558,Mid
C1488,43.57,14.6,30,2.741,2.612,45.95111424111498,Edge
C1489,-7.53,-40.26,20,2.67,2.107,40.95813106087728,Edge
C1490,13.32,-36.13,50,5.168,3.589,38.50713310543905,Mid
C1491,-46.88,-41.25,30,4.339,2.58,62.44435042499842,Edge
C1492,-36.85,-40.41,40,4.854,3.086,54.68903546415862,Edge
C1493,-11.55,2.43,40,4.06,3.131,11.802855586679014,Center
C1494,16.44,-49.73,30,3.996,2.581,52.37696535692002,Edge
C1495,14.03,28.28,40,4.325,3.093,31.5689610218645,Mid
C1496,-30.78,6.87,10,1.022,1.61,31.537363554996162,Mid
C1497,-36.71,22.1,10,1.092,1.605,42.84896848233339,Edge
C1498,43.81,-1.94,50,4.762,3.574,43.85293262713453,Edge
C1499,-14.46,40.67,40,4.93,3.091,43.16411124997247,Edge
C1500,-3.96,32.28,20,1.301,2.092,32.52199255888237,Mid
C1501,-40.46,-0.17,20,1.765,2.104,40.460357141280895,Edge
C1502,41.02,-25.58,50,3.794,3.613,48.342287906138665,Edge
C1503,16.8,-37.35,30,2.791,2.582,40.95439536850715,Edge
C1504,1.0,34.31,10,1.985,1.642,34.32456991718906,Mid
C1505,-6.87,17.69,30,,2.605,18.977170495097525,Center
C1506,-44.85,-23.48,30,2.96,2.609,50.6244298733329,Edge
C1507,-28.57,22.61,10,0.11,1.578,36.434283305699864,Mid
C1508,35.61,-19.2,50,6.027,3.606,40.45629864433967,Edge
C1509,12.22,-24.52,40,3.98,3.132,27.396328221132116,Mid
C1510,-30.61,23.92,20,2.582,2.094,38.84763184545488,Mid
C1511,-31.08,23.95,40,4.508,3.091,39.237340633636215,Mid
C1512,-14.99,32.39,30,2.274,2.6,35.69050574032259,Mid
C1513,11.53,34.98,40,,3.097,36.831254390802386,Mid
C1514,4.24,4.68,10,-0.018,1.606,6.315061361538778,Center
C1515,2.7,-24.2,20,3.932,2.125,24.35015400361977,Mid
C1516,36.89,10.55,40,4.478,3.068,38.36892753257511,Mid
C1517,36.13,-20.11,50,,3.626,41.3495949194185,Edge
C1518,34.52,29.29,30,4.667,2.607,45.27178481129279,Edge
C1519,20.25,-38.11,20,1.555,2.096,43.15593354337269,Edge
C1520,-10.75,-17.36,50,5.357,3.611,20.418915250326105,Mid
C1521,-23.07,-46.2,20,1.449,2.394,51.639760843752946,Edge
C1522,45.57,-5.45,30,3.667,2.604,45.89474261829998,Edge
C1523,-45.47,-36.0,30,,2.6,57.99586968052122,Edge
C1524,11.84,47.27,10,0.213,1.612,48.73026267115744,Edge
C1525,34.61,-14.43,50,4.221,3.616,37.49769326238616,Mid
C1526,-22.81,28.99,20,2.446,2.087,36.88788690071579,Mid
C1527,47.87,32.87,30,2.896,2.624,58.06869896941036,Edge
C1528,38.59,-40.8,50,4.238,3.623,56.15895387202294,Edge
C1529,-30.07,16.86,10,1.22,1.567,34.47411347663635,Mid
C1530,-22.97,-15.57,40,4.336,3.083,27.749699097467705,Mid
C1531,39.73,-20.19,20,3.051,2.081,44.56578283840642,Edge
C1532,-39.07,25.44,30,3.605,2.613,46.622510657406686,Edge
C1533,-31.15,-24.57,30,3.535,2.614,39.67376211049313,Mid
C1534,10.85,-19.02,50,5.349,3.577,21.89709798123943,Mid
C1535,-35.3,25.68,20,2.357,2.089,43.652633368446395,Edge
C1536,7.25,-15.04,20,1.333,2.236,16.69623011341183,Center
C1537,7.55,-10.76,50,4.333,3.589,13.144584436185117,Center
C1538,9.64,24.1,30,2.278,2.549,25.956494370388313,Mid
C1539,-24.93,-36.15,50,4.9,3.57,43.912724807281094,Edge
C1540,32.11,19.29,50,5.813,3.586,37.458726620108166,Mid
C1541,47.04,-17.69,50,4.332,3.586,50.25632000057306,Edge
C1542,-22.21,34.41,10,0.71,1.623,40.95524630618158,Edge
C1543,36.55,11.84,40,2.846,3.126,38.41989198319016,Mid
C1544,-20.69,-49.23,50,4.146,3.62,53.401020589498096,Edge
C1545,-15.11,-36.78,30,2.698,2.593,39.76280296960967,Mid
C1546,28.54,25.05,40,4.354,3.132,37.974124084697465,Mid
C1547,-36.27,-28.02,50,4.919,3.559,45.83266629817646,Edge
C1548,-43.82,-48.3,30,,2.554,65.21566069587887,Edge
C1549,-11.34,23.84,30,3.639,2.572,26.399643936992785,Mid
C1550,-37.03,17.26,40,4.784,3.104,40.85496909801793,Edge
C1551,-42.04,-27.67,10,-0.019,1.597,50.328823749418184,Edge
C1552,8.87,12.59,40,4.143,3.103,15.400811666921973,Center
C1553,-31.6,12.72,30,2.955,2.585,34.06403381867744,Mid
C1554,-19.91,43.94,40,3.3,3.089,48.24035343983292,Edge
C1555,22.91,-40.23,20,2.553,2.406,46.29601494729325,Edge
C1556,-40.7,-32.86,10,1.196,1.594,52.309364362416034,Edge
C1557,49.4,-19.79,30,3.656,2.627,53.21657730444527,Edge
C1558,-19.12,26.64,30,3.201,2.608,32.791218336621775,Mid
C1559,4.56,-2.81,40,3.072,3.073,5.356276691882151,Center
C1560,29.18,-13.18,10,1.523,1.591,32.01850714821039,Mid
C1561,-26.3,-11.87,30,3.813,2.604,28.854581958503577,Mid
C1562,-15.88,0.81,50,4.005,3.589,15.900644641020062,Center
C1563,-29.37,-17.51,10,1.27,1.621,34.19352277844446,Mid
C1564,-12.14,18.17,50,5.503,3.58,21.85242549466764,Mid
C1565,23.49,-47.49,10,0.246,1.582,52.98188558365963,Edge
C1566,21.44,9.78,30,3.252,2.594,23.565271057214684,Mid
C1567,-31.8,-13.95,40,3.214,3.112,34.72524297971146,Mid
C1568,-2.31,-2.11,30,3.407,2.622,3.1286099149622344,Center
C1569,18.82,25.3,10,1.456,1.629,31.53224381486354,Mid
C1570,23.81,-46.45,10,0.399,1.597,52.19692136515333,Edge
C1571,13.6,-28.34,50,4.507,3.578,31.434306100182962,Mid
C1572,-30.52,1.14,40,3.85,3.102,30.541283535568702,Mid
C1573,36.81,11.73,40,3.598,3.072,38.63378055536372,Mid
C1574,-21.16,-31.49,20,1.123,2.09,37.93897336512942,Mid
C1575,-13.01,-30.49,40,4.219,3.111,33.14966364836904,Mid
C1576,5.85,12.38,40,4.013,3.102,13.692585584906892,Center
C1577,35.94,22.38,40,4.374,3.063,42.33849312387015,Edge
C1578,14.97,-5.01,10,0.958,1.583,15.786101481999918,Center
C1579,20.17,-5.41,40,3.767,3.113,20.882935617388664,Mid
C1580,-28.36,-9.98,50,5.224,3.607,30.064763428305902,Mid
C1581,-14.74,-24.76,30,1.481,2.615,28.81536395744465,Mid
C1582,-36.31,48.56,40,4.636,3.078,60.634063858527576,Edge
C1583,23.69,12.59,30,,2.622,26.827676008182298,Mid
C1584,44.88,-14.37,20,2.116,2.387,47.124423603902045,Edge
C1585,23.49,-24.42,20,1.769,2.096,33.88386784297212,Mid
C1586,-37.53,-24.86,20,1.174,2.398,45.01689127427615,Edge
C1587,19.34,-18.25,10,0.662,1.589,26.591316251739023,Mid
C1588,-6.68,5.47,50,5.303,3.623,8.633846188113383,Center
C1589,-40.79,8.17,30,0.783,2.621,41.600156249706565,Edge
C1590,49.95,16.17,40,4.693,3.118,52.50210852908672,Edge
C1591,22.41,-47.63,20,,2.391,52.63862650183798,Edge
C1592,12.24,7.68,10,0.455,1.6,14.449913494550755,Center
C1593,37.31,8.15,30,2.845,2.619,38.18977088174267,Mid
C1594,-17.47,41.93,10,1.119,1.597,45.42384616035943,Edge
C1595,16.68,-26.85,30,3.365,2.598,31.609253392005325,Mid
C1596,-3.17,-45.67,20,2.606,2.411,45.77988422877454,Edge
C1597,-37.61,44.57,10,1.96,1.636,58.31806752628211,Edge
C1598,4.11,6.33,40,4.177,3.088,7.547251155222012,Center
C1599,13.19,-39.6,20,0.96,2.096,41.7389039146933,Edge
C1600,-2.68,-17.38,30,3.91,2.594,17.58541441081216,Center
C1601,-37.47,-10.85,10,-0.255,1.609,39.009273256496336,Mid
